cycle_number,c_rate,voltage_mean,voltage_std,current_mean,temperature_mean,discharge_capacity,soh
22,3.0,3.4286,0.3323,8.949,50.81,2.9208,0.583537
23,3.0,3.4048,0.3402,8.5948,50.61,2.8671,0.573273
24,3.0,3.3898,0.3352,8.5005,50.93,2.8373,0.564249
25,3.0,3.4054,0.3473,8.3065,50.79,2.7683,0.555841
26,3.0,3.3979,0.3408,8.248,50.31,2.7165,0.545197
27,3.0,3.3745,0.3492,8.0418,50.8,2.7015,0.538889
28,3.0,3.39,0.3541,7.8893,50.48,2.6519,0.530555
29,3.0,3.3928,0.3553,7.6254,50.5,2.6042,0.52193
30,3.0,3.3396,0.3521,7.5265,50.3,2.5634,0.511902
31,3.0,3.3536,0.3513,7.6383,50.62,2.5482,0.505799
32,3.0,3.3357,0.3555,7.5453,50.27,2.5107,0.5
33,3.0,3.3571,0.3625,7.4342,50.88,2.5017,0.5
34,3.0,3.3533,0.3684,7.369,50.5,2.5048,0.5
35,3.0,3.3583,0.3629,7.6298,50.88,2.4891,0.5
36,3.0,3.3284,0.3662,7.6221,50.5,2.4957,0.5
37,3.0,3.3505,0.3606,7.5558,50.47,2.4983,0.5
38,3.0,3.3439,0.3667,7.3642,50.74,2.4991,0.5
39,3.0,3.3531,0.3627,7.4139,50.16,2.4993,0.5
40,3.0,3.373,0.3562,7.6005,50.25,2.4961,0.5
41,3.0,3.3565,0.3646,7.6562,50.58,2.5295,0.5
42,3.0,3.3545,0.3587,7.5926,50.21,2.487,0.5
43,3.0,3.3332,0.3565,7.5816,50.97,2.5118,0.5
44,3.0,3.3305,0.3596,7.6112,50.91,2.4945,0.5
45,3.0,3.344,0.3631,7.4115,50.63,2.4923,0.5
46,3.0,3.3484,0.3541,7.5194,50.65,2.5103,0.5
47,3.0,3.3527,0.354,7.7057,50.7,2.4953,0.5
48,3.0,3.3486,0.363,7.5246,50.96,2.4858,0.5
49,3.0,3.3454,0.3535,7.6126,50.27,2.516,0.5
50,3.0,3.3466,0.3568,7.4221,51.22,2.5064,0.5
51,3.0,3.363,0.362,7.4161,50.55,2.4932,0.5
52,3.0,3.3555,0.3695,7.6635,51.12,2.5044,0.5
53,3.0,3.3461,0.3638,7.6827,49.95,2.5042,0.5
54,3.0,3.3562,0.3641,7.302,50.49,2.4959,0.5
55,3.0,3.338,0.3478,7.4634,50.75,2.4993,0.5
56,3.0,3.3551,0.3634,7.2644,50.69,2.4869,0.5
57,3.0,3.3549,0.3624,7.4617,50.91,2.4967,0.5
58,3.0,3.3408,0.3643,7.5208,51.02,2.4995,0.5
59,3.0,3.3435,0.3583,7.2631,49.96,2.498,0.5
60,3.0,3.345,0.3602,7.4444,50.93,2.5015,0.5
61,3.0,3.3552,0.3575,7.575,51.14,2.4831,0.5
62,3.0,3.3574,0.3633,7.5295,50.95,2.498,0.5
63,3.0,3.3416,0.3603,7.5173,50.19,2.4817,0.5
64,3.0,3.3492,0.3719,7.4317,51.06,2.4964,0.5
65,3.0,3.3467,0.353,7.4453,50.64,2.499,0.5
66,3.0,3.3634,0.3561,7.4304,51.78,2.4984,0.5
67,3.0,3.3367,0.3575,7.5757,50.61,2.5069,0.5
68,3.0,3.3273,0.3605,7.5861,51.04,2.4917,0.5
69,3.0,3.3659,0.3564,7.5241,49.77,2.506,0.5
70,3.0,3.3446,0.3609,7.6284,50.63,2.4983,0.5
71,3.0,3.3378,0.3643,7.4679,49.94,2.4939,0.5
72,3.0,3.3476,0.3586,7.6349,50.76,2.5154,0.5
73,3.0,3.3422,0.3588,7.5309,50.89,2.4979,0.5
74,3.0,3.3529,0.3568,7.4371,51.07,2.4856,0.5
75,3.0,3.3421,0.354,7.532,51.72,2.4989,0.5
76,3.0,3.3555,0.3574,7.4576,51.45,2.495,0.5
77,3.0,3.3321,0.3598,7.3463,50.59,2.5218,0.5
78,3.0,3.3526,0.3586,7.471,50.67,2.5042,0.5
79,3.0,3.3648,0.3548,7.5317,51.14,2.5016,0.5
80,3.0,3.3478,0.358,7.5534,51.45,2.4822,0.5
81,3.0,3.3408,0.3653,7.3938,50.71,2.4986,0.5
82,3.0,3.3499,0.3647,7.5701,51.46,2.5012,0.5
83,3.0,3.3511,0.3573,7.5919,50.07,2.5075,0.5
84,3.0,3.3551,0.3549,7.4242,50.21,2.4902,0.5
85,3.0,3.3499,0.3578,7.3474,51.38,2.5055,0.5
86,3.0,3.3465,0.3642,7.4843,50.86,2.4994,0.5
87,3.0,3.3589,0.3596,7.5003,51.86,2.4948,0.5
88,3.0,3.3423,0.3633,7.3929,50.54,2.5133,0.5
89,3.0,3.35,0.3572,7.527,50.83,2.5109,0.5
90,3.0,3.357,0.3616,7.388,50.06,2.4927,0.5
91,3.0,3.3468,0.3587,7.4349,50.47,2.4924,0.5
92,3.0,3.3468,0.3658,7.5508,50.92,2.4841,0.5
93,3.0,3.3457,0.3525,7.5008,51.15,2.4999,0.5
94,3.0,3.3491,0.3588,7.4583,50.12,2.4992,0.5
95,3.0,3.3553,0.3583,7.3328,50.64,2.4953,0.5
96,3.0,3.3532,0.3517,7.5759,51.0,2.4889,0.5
97,3.0,3.3375,0.3543,7.5348,50.84,2.4961,0.5
98,3.0,3.343,0.3603,7.642,51.68,2.5027,0.5
99,3.0,3.3384,0.367,7.4177,51.13,2.5297,0.5
100,3.0,3.3502,0.3638,7.5784,50.49,2.5044,0.5
101,3.0,3.3463,0.3583,7.5858,50.83,2.5037,0.5
102,3.0,3.3295,0.3616,7.5219,51.3,2.5167,0.5
103,3.0,3.3508,0.3624,7.6676,51.68,2.5056,0.5
104,3.0,3.3452,0.3599,7.4284,51.03,2.4996,0.5
105,3.0,3.3488,0.3583,7.522,51.13,2.4857,0.5
106,3.0,3.3485,0.3552,7.5024,50.87,2.5139,0.5
107,3.0,3.3555,0.3582,7.355,51.36,2.498,0.5
108,3.0,3.3531,0.3681,7.6197,51.46,2.4954,0.5
109,3.0,3.3636,0.3532,7.6509,51.63,2.5038,0.5
110,3.0,3.3634,0.3633,7.5473,51.75,2.5062,0.5
111,3.0,3.341,0.3583,7.4633,50.92,2.4936,0.5
112,3.0,3.355,0.3519,7.4887,50.8,2.5013,0.5
113,3.0,3.3341,0.3618,7.5648,50.88,2.5049,0.5
114,3.0,3.3548,0.3608,7.5688,51.07,2.4842,0.5
115,3.0,3.3254,0.3593,7.6172,51.77,2.4991,0.5
116,3.0,3.3465,0.3602,7.4317,51.05,2.5111,0.5
117,3.0,3.3361,0.3574,7.4816,50.92,2.5051,0.5
118,3.0,3.3551,0.3647,7.4378,50.61,2.4867,0.5
119,3.0,3.3473,0.3643,7.4876,51.39,2.5087,0.5
120,3.0,3.3489,0.3528,7.6938,51.05,2.4906,0.5
121,3.0,3.3404,0.3597,7.5688,50.91,2.51,0.5
122,3.0,3.3505,0.362,7.3242,50.87,2.5057,0.5
123,3.0,3.346,0.3591,7.423,52.04,2.4937,0.5
124,3.0,3.3345,0.3675,7.6193,51.5,2.4972,0.5
125,3.0,3.3697,0.356,7.5146,51.03,2.4957,0.5
126,3.0,3.3382,0.3611,7.3259,52.14,2.496,0.5
127,3.0,3.3559,0.3587,7.616,50.64,2.5136,0.5
128,3.0,3.3518,0.3631,7.5014,51.09,2.5019,0.5
129,3.0,3.363,0.3632,7.5701,51.12,2.5072,0.5
130,3.0,3.3391,0.3663,7.2217,51.23,2.4991,0.5
131,3.0,3.354,0.3566,7.4631,50.39,2.5095,0.5
132,3.0,3.3402,0.3649,7.5449,50.06,2.5175,0.5
133,3.0,3.375,0.3601,7.4037,50.91,2.4937,0.5
134,3.0,3.3659,0.3549,7.4772,51.89,2.501,0.5
135,3.0,3.3479,0.3584,7.4612,50.22,2.5022,0.5
136,3.0,3.3517,0.3636,7.5554,50.95,2.4939,0.5
137,3.0,3.3387,0.3663,7.6432,51.38,2.4928,0.5
138,3.0,3.3445,0.3624,7.5163,51.44,2.4853,0.5
139,3.0,3.3594,0.3566,7.4839,50.57,2.5137,0.5
140,3.0,3.3399,0.357,7.5395,50.59,2.5036,0.5
141,3.0,3.3528,0.3591,7.7157,50.55,2.5004,0.5
142,3.0,3.3343,0.3544,7.6189,50.55,2.5176,0.5
143,3.0,3.3383,0.3509,7.5718,50.91,2.5022,0.5
144,3.0,3.3664,0.3575,7.5534,50.45,2.4855,0.5
145,3.0,3.3533,0.3608,7.5495,51.3,2.4887,0.5
146,3.0,3.3523,0.3604,7.3727,51.22,2.4868,0.5
147,3.0,3.3583,0.3642,7.5307,51.58,2.4787,0.5
148,3.0,3.3514,0.3589,7.5369,51.26,2.5001,0.5
149,3.0,3.3598,0.3578,7.3669,50.86,2.4923,0.5
150,3.0,3.3496,0.3591,7.3751,51.68,2.5079,0.5
151,3.0,3.3648,0.3625,7.3372,51.14,2.4823,0.5
152,3.0,3.3565,0.3602,7.5165,50.59,2.4929,0.5
153,3.0,3.3472,0.3618,7.5097,52.63,2.4974,0.5
154,3.0,3.3386,0.362,7.448,50.67,2.4742,0.5
155,3.0,3.3635,0.3619,7.3521,51.2,2.4777,0.5
156,3.0,3.3594,0.36,7.6134,50.91,2.4868,0.5
157,3.0,3.3298,0.3666,7.5093,51.59,2.5039,0.5
158,3.0,3.3381,0.3642,7.5821,51.87,2.4903,0.5
159,3.0,3.3565,0.3524,7.7118,51.36,2.4878,0.5
160,3.0,3.3438,0.3639,7.6028,50.75,2.4873,0.5
161,3.0,3.3406,0.368,7.3543,51.77,2.4938,0.5
162,3.0,3.3526,0.3612,7.4813,50.83,2.5083,0.5
163,3.0,3.3615,0.364,7.5786,51.38,2.4885,0.5
164,3.0,3.3372,0.3596,7.4096,50.83,2.5079,0.5
165,3.0,3.3417,0.3527,7.4537,50.33,2.5046,0.5
166,3.0,3.363,0.3485,7.6237,50.99,2.4946,0.5
167,3.0,3.3654,0.3538,7.5012,51.02,2.5053,0.5
168,3.0,3.3485,0.3556,7.4184,50.83,2.4965,0.5
169,3.0,3.3608,0.355,7.3748,51.13,2.5193,0.5
170,3.0,3.3326,0.3654,7.4659,50.65,2.4975,0.5
171,3.0,3.3482,0.3717,7.5134,51.82,2.5106,0.5
172,3.0,3.3441,0.3617,7.551,51.3,2.4943,0.5
173,3.0,3.3707,0.3643,7.6863,51.94,2.4937,0.5
174,3.0,3.341,0.3576,7.6738,52.0,2.4902,0.5
175,3.0,3.362,0.3622,7.4954,52.1,2.4956,0.5
176,3.0,3.3524,0.3708,7.4102,52.13,2.4998,0.5
177,3.0,3.3485,0.3621,7.5524,50.81,2.5217,0.5
178,3.0,3.3507,0.3684,7.7398,51.93,2.5053,0.5
179,3.0,3.3528,0.3623,7.5698,51.09,2.5046,0.5
180,3.0,3.354,0.3693,7.602,51.05,2.5053,0.5
181,3.0,3.3449,0.3563,7.4875,51.19,2.4958,0.5
182,3.0,3.342,0.3697,7.4549,51.14,2.5015,0.5
183,3.0,3.3624,0.3632,7.6558,50.82,2.4932,0.5
184,3.0,3.3526,0.3527,7.5111,51.41,2.4857,0.5
185,3.0,3.3315,0.3641,7.4453,50.33,2.4901,0.5
186,3.0,3.3587,0.3592,7.768,51.57,2.494,0.5
187,3.0,3.3335,0.3624,7.5315,51.38,2.4895,0.5
188,3.0,3.3535,0.3476,7.6053,51.4,2.4951,0.5
189,3.0,3.3498,0.3661,7.5438,51.89,2.5,0.5
190,3.0,3.3459,0.3557,7.561,51.67,2.4986,0.5
191,3.0,3.3489,0.3601,7.44,51.98,2.5043,0.5
192,3.0,3.3442,0.3577,7.5792,51.89,2.5025,0.5
193,3.0,3.333,0.3639,7.3735,52.1,2.5189,0.5
194,3.0,3.3492,0.3582,7.5185,52.03,2.5063,0.5
195,3.0,3.3565,0.3515,7.4416,51.05,2.5304,0.5
196,3.0,3.3441,0.3625,7.5654,52.04,2.5113,0.5
197,3.0,3.3441,0.3612,7.5245,52.46,2.4888,0.5
198,3.0,3.3457,0.3722,7.4161,51.56,2.5118,0.5
199,3.0,3.3413,0.3562,7.4482,51.47,2.4821,0.5
200,3.0,3.3635,0.3631,7.5786,50.75,2.5059,0.5
201,3.0,3.3439,0.3605,7.5747,52.22,2.4868,0.5
202,3.0,3.3514,0.3663,7.5915,51.51,2.5004,0.5
203,3.0,3.3444,0.3626,7.5444,50.75,2.5122,0.5
204,3.0,3.3606,0.3672,7.5898,50.82,2.4984,0.5
205,3.0,3.3512,0.3534,7.4414,53.23,2.5063,0.5
206,3.0,3.3538,0.3677,7.631,51.61,2.5086,0.5
207,3.0,3.3571,0.3613,7.327,51.99,2.4922,0.5
208,3.0,3.35,0.356,7.7625,50.53,2.4983,0.5
209,3.0,3.3447,0.3605,7.4092,50.76,2.4958,0.5
210,3.0,3.3686,0.3619,7.548,51.43,2.5054,0.5
211,3.0,3.3468,0.3608,7.6157,51.51,2.5113,0.5
212,3.0,3.3481,0.3602,7.4526,51.94,2.4982,0.5
213,3.0,3.3514,0.3528,7.4691,51.61,2.4976,0.5
214,3.0,3.3457,0.3604,7.5122,51.58,2.4904,0.5
215,3.0,3.3618,0.3613,7.4338,51.62,2.504,0.5
216,3.0,3.3555,0.3636,7.644,52.04,2.5108,0.5
217,3.0,3.3392,0.3525,7.5157,52.12,2.5007,0.5
218,3.0,3.3314,0.3573,7.4515,52.01,2.4836,0.5
219,3.0,3.3441,0.3645,7.5646,50.92,2.4889,0.5
220,3.0,3.3733,0.362,7.4859,51.75,2.4914,0.5
221,3.0,3.3637,0.3601,7.5565,51.2,2.5151,0.5
222,3.0,3.3506,0.3622,7.4172,52.26,2.4924,0.5
223,3.0,3.36,0.3663,7.4808,52.82,2.494,0.5
224,3.0,3.3295,0.3564,7.444,51.39,2.4982,0.5
225,3.0,3.3499,0.3571,7.3037,51.82,2.4942,0.5
226,3.0,3.3591,0.3647,7.5757,51.88,2.4987,0.5
227,3.0,3.3349,0.365,7.4825,51.27,2.4875,0.5
228,3.0,3.3504,0.3653,7.4652,51.22,2.4775,0.5
229,3.0,3.3478,0.3569,7.5217,51.58,2.5007,0.5
230,3.0,3.3457,0.3576,7.638,51.87,2.5056,0.5
231,3.0,3.3553,0.3646,7.3421,52.29,2.502,0.5
232,3.0,3.3593,0.3568,7.5373,52.52,2.5017,0.5
233,3.0,3.3536,0.3589,7.5282,51.17,2.4928,0.5
234,3.0,3.3395,0.3551,7.4948,52.28,2.4923,0.5
235,3.0,3.3349,0.355,7.7054,51.75,2.5046,0.5
236,3.0,3.3557,0.365,7.4873,51.91,2.5098,0.5
237,3.0,3.3516,0.3616,7.4088,51.18,2.5026,0.5
238,3.0,3.3602,0.3645,7.4003,51.58,2.4894,0.5
239,3.0,3.3434,0.3652,7.5347,51.71,2.5041,0.5
240,3.0,3.3218,0.3642,7.5934,52.31,2.4957,0.5
241,3.0,3.3506,0.3617,7.8187,51.7,2.5134,0.5
242,3.0,3.3514,0.3559,7.5822,51.28,2.5014,0.5
243,3.0,3.3415,0.3608,7.4141,51.78,2.5003,0.5
244,3.0,3.3461,0.361,7.5697,51.72,2.4889,0.5
245,3.0,3.3557,0.3603,7.564,52.42,2.5045,0.5
246,3.0,3.3345,0.365,7.3495,50.75,2.504,0.5
247,3.0,3.3535,0.361,7.711,51.27,2.4938,0.5
248,3.0,3.3434,0.364,7.5566,51.95,2.5004,0.5
249,3.0,3.3417,0.3638,7.4776,51.48,2.4992,0.5
250,3.0,3.3357,0.3664,7.5121,51.92,2.498,0.5
251,3.0,3.3577,0.3627,7.5718,51.91,2.5135,0.5
252,3.0,3.3388,0.3683,7.4762,51.72,2.4953,0.5
253,3.0,3.3515,0.3524,7.5453,51.97,2.495,0.5
254,3.0,3.3456,0.3556,7.6278,51.53,2.4963,0.5
255,3.0,3.3362,0.3631,7.6781,52.17,2.5057,0.5
256,3.0,3.3671,0.366,7.544,52.26,2.509,0.5
257,3.0,3.3399,0.3582,7.1917,52.22,2.504,0.5
258,3.0,3.3539,0.3656,7.3916,52.39,2.5104,0.5
259,3.0,3.3579,0.3608,7.4475,52.22,2.5076,0.5
260,3.0,3.3323,0.3565,7.5642,51.64,2.5051,0.5
261,3.0,3.3311,0.3581,7.4319,51.94,2.4934,0.5
262,3.0,3.344,0.3496,7.4706,51.43,2.4891,0.5
263,3.0,3.351,0.3593,7.6672,51.39,2.505,0.5
264,3.0,3.3506,0.3554,7.2032,51.24,2.5135,0.5
265,3.0,3.3439,0.3621,7.4296,52.14,2.502,0.5
266,3.0,3.3343,0.3662,7.5039,52.64,2.4951,0.5
267,3.0,3.3637,0.3616,7.4109,52.26,2.5006,0.5
268,3.0,3.3591,0.364,7.5699,52.57,2.5116,0.5
269,3.0,3.3507,0.3559,7.3945,51.22,2.4928,0.5
270,3.0,3.3536,0.3539,7.3156,51.97,2.4918,0.5
271,3.0,3.356,0.3637,7.4409,52.08,2.5139,0.5
272,3.0,3.3544,0.3511,7.4252,52.62,2.4822,0.5
273,3.0,3.3277,0.3619,7.4463,51.91,2.4852,0.5
274,3.0,3.3471,0.358,7.3487,51.98,2.487,0.5
275,3.0,3.3502,0.3498,7.3682,51.7,2.5061,0.5
276,3.0,3.3634,0.3588,7.5473,52.82,2.4968,0.5
277,3.0,3.3517,0.361,7.6445,52.52,2.5058,0.5
278,3.0,3.3546,0.3574,7.6756,50.86,2.5155,0.5
279,3.0,3.3678,0.3604,7.7472,52.73,2.4997,0.5
280,3.0,3.3465,0.3604,7.6409,52.4,2.5002,0.5
281,3.0,3.343,0.3643,7.5696,52.16,2.5147,0.5
282,3.0,3.3433,0.364,7.6968,52.52,2.4931,0.5
283,3.0,3.3415,0.3615,7.5716,51.71,2.5091,0.5
284,3.0,3.3431,0.3526,7.4071,52.21,2.4925,0.5
285,3.0,3.3353,0.3618,7.3823,52.57,2.5063,0.5
286,3.0,3.358,0.3571,7.4684,51.48,2.4778,0.5
287,3.0,3.3501,0.3524,7.6209,52.42,2.4933,0.5
288,3.0,3.343,0.3637,7.5562,53.17,2.5039,0.5
289,3.0,3.3527,0.3597,7.6511,52.21,2.4869,0.5
290,3.0,3.357,0.3656,7.4907,52.44,2.4813,0.5
291,3.0,3.3427,0.3538,7.4523,51.54,2.494,0.5
292,3.0,3.3722,0.363,7.4797,52.39,2.4995,0.5
293,3.0,3.3496,0.3558,7.6683,52.09,2.4851,0.5
294,3.0,3.369,0.3617,7.464,52.0,2.4975,0.5
295,3.0,3.3423,0.3511,7.4077,51.48,2.5009,0.5
296,3.0,3.3486,0.3628,7.4837,51.07,2.4937,0.5
297,3.0,3.3436,0.3609,7.7308,51.8,2.4926,0.5
298,3.0,3.3431,0.3655,7.2629,52.05,2.4947,0.5
299,3.0,3.3418,0.3622,7.5906,51.93,2.5021,0.5
300,3.0,3.346,0.3637,7.6483,52.31,2.4739,0.5
301,3.0,3.3744,0.3577,7.5746,51.22,2.4996,0.5
302,3.0,3.3659,0.3648,7.6944,51.64,2.5006,0.5
303,3.0,3.3471,0.3548,7.5084,51.97,2.4921,0.5
304,3.0,3.3529,0.3684,7.4962,52.2,2.5076,0.5
305,3.0,3.3615,0.3585,7.523,52.77,2.4868,0.5
306,3.0,3.3502,0.3651,7.3792,52.26,2.5163,0.5
307,3.0,3.3485,0.3624,7.6521,52.09,2.501,0.5
308,3.0,3.3678,0.3582,7.497,52.14,2.5146,0.5
309,3.0,3.3409,0.359,7.6484,52.71,2.4932,0.5
310,3.0,3.3401,0.3579,7.5113,52.27,2.5005,0.5
311,3.0,3.3414,0.3606,7.5674,52.92,2.5152,0.5
312,3.0,3.3567,0.3634,7.4072,52.3,2.5019,0.5
313,3.0,3.3513,0.3588,7.2686,52.06,2.5002,0.5
314,3.0,3.3385,0.3556,7.5764,51.91,2.5197,0.5
315,3.0,3.3585,0.3567,7.4418,51.5,2.4954,0.5
316,3.0,3.349,0.3596,7.5464,52.66,2.5057,0.5
317,3.0,3.3502,0.3547,7.4949,51.55,2.4977,0.5
318,3.0,3.3351,0.3495,7.4869,51.79,2.4957,0.5
319,3.0,3.3414,0.3671,7.6624,52.86,2.4805,0.5
320,3.0,3.3209,0.3528,7.5775,52.01,2.5202,0.5
321,3.0,3.3498,0.3684,7.7148,52.37,2.4941,0.5
322,3.0,3.3632,0.3598,7.5183,51.17,2.4821,0.5
323,3.0,3.3521,0.358,7.3963,52.08,2.4922,0.5
324,3.0,3.3561,0.3555,7.2046,52.35,2.4948,0.5
325,3.0,3.3829,0.3635,7.7736,52.41,2.5057,0.5
326,3.0,3.3678,0.3691,7.4425,52.42,2.5025,0.5
327,3.0,3.3655,0.3602,7.4333,52.66,2.5036,0.5
328,3.0,3.3518,0.3591,7.5996,52.29,2.5074,0.5
329,3.0,3.3475,0.3637,7.5148,51.76,2.4936,0.5
330,3.0,3.3588,0.3617,7.4685,52.1,2.5023,0.5
331,3.0,3.354,0.3596,7.5427,51.99,2.4935,0.5
332,3.0,3.3406,0.3534,7.3709,52.83,2.4883,0.5
333,3.0,3.347,0.3631,7.5417,51.58,2.4961,0.5
334,3.0,3.3478,0.3589,7.7235,52.34,2.5081,0.5
335,3.0,3.3492,0.3533,7.419,52.05,2.519,0.5
336,3.0,3.3376,0.3547,7.4659,53.26,2.4994,0.5
337,3.0,3.3458,0.3593,7.4681,52.53,2.4909,0.5
338,3.0,3.3317,0.3681,7.4657,52.83,2.4923,0.5
339,3.0,3.3612,0.3625,7.6087,53.06,2.4828,0.5
340,3.0,3.3622,0.3581,7.5845,51.87,2.5054,0.5
341,3.0,3.3629,0.3561,7.5125,52.04,2.4922,0.5
342,3.0,3.3422,0.3552,7.5286,52.32,2.4916,0.5
343,3.0,3.3492,0.3647,7.6507,51.87,2.4927,0.5
344,3.0,3.3608,0.3564,7.4129,51.85,2.4926,0.5
345,3.0,3.3567,0.3553,7.401,52.65,2.4908,0.5
346,3.0,3.3405,0.3613,7.7263,52.26,2.495,0.5
347,3.0,3.3444,0.3633,7.4281,52.65,2.5183,0.5
348,3.0,3.3441,0.3574,7.6373,52.06,2.4873,0.5
349,3.0,3.3498,0.3586,7.3509,52.1,2.496,0.5
350,3.0,3.3569,0.3646,7.4922,52.07,2.5023,0.5
351,3.0,3.36,0.3579,7.4263,52.18,2.5228,0.5
352,3.0,3.3614,0.3489,7.4212,52.63,2.4953,0.5
353,3.0,3.3245,0.3619,7.5544,52.16,2.516,0.5
354,3.0,3.3232,0.3585,7.5901,51.98,2.4939,0.5
355,3.0,3.3515,0.3532,7.5287,52.29,2.4802,0.5
356,3.0,3.3636,0.3549,7.5161,52.78,2.5056,0.5
357,3.0,3.3261,0.3617,7.4848,52.0,2.4943,0.5
358,3.0,3.3368,0.3503,7.3871,52.41,2.5239,0.5
359,3.0,3.3482,0.3588,7.6167,52.53,2.4951,0.5
360,3.0,3.3694,0.3637,7.6246,52.27,2.4942,0.5
361,3.0,3.3511,0.3682,7.3957,52.3,2.502,0.5
362,3.0,3.3455,0.3704,7.3705,52.72,2.5146,0.5
363,3.0,3.3341,0.3557,7.6492,53.41,2.4812,0.5
364,3.0,3.3519,0.368,7.4815,52.23,2.4939,0.5
365,3.0,3.3544,0.3591,7.3045,52.71,2.4908,0.5
366,3.0,3.3468,0.3656,7.387,52.58,2.4977,0.5
367,3.0,3.351,0.3591,7.3601,52.27,2.5018,0.5
368,3.0,3.3637,0.3586,7.3829,52.58,2.4987,0.5
369,3.0,3.3485,0.3685,7.6163,52.8,2.4985,0.5
370,3.0,3.3503,0.3582,7.5766,52.31,2.5143,0.5
371,3.0,3.3592,0.3628,7.3861,52.97,2.517,0.5
372,3.0,3.3463,0.3631,7.5551,52.4,2.498,0.5
373,3.0,3.3555,0.3636,7.5349,52.68,2.4973,0.5
374,3.0,3.3454,0.3591,7.3254,52.56,2.4982,0.5
375,3.0,3.3652,0.3587,7.5487,52.71,2.5079,0.5
376,3.0,3.3396,0.3642,7.6866,52.61,2.4968,0.5
377,3.0,3.3602,0.3606,7.4302,53.16,2.4992,0.5
378,3.0,3.3533,0.3581,7.5555,53.01,2.5086,0.5
379,3.0,3.3482,0.3647,7.3617,52.14,2.4791,0.5
380,3.0,3.3561,0.3546,7.5738,52.82,2.5028,0.5
381,3.0,3.3516,0.358,7.4622,53.28,2.4798,0.5
382,3.0,3.3481,0.3664,7.3616,52.71,2.494,0.5
383,3.0,3.3507,0.3622,7.4653,52.44,2.4912,0.5
384,3.0,3.3514,0.3562,7.6475,53.8,2.4855,0.5
385,3.0,3.3384,0.3586,7.4136,52.25,2.5001,0.5
386,3.0,3.3463,0.3588,7.581,52.29,2.4985,0.5
387,3.0,3.3557,0.3669,7.3881,52.9,2.4953,0.5
388,3.0,3.3218,0.359,7.5135,52.49,2.4738,0.5
389,3.0,3.3533,0.3589,7.3712,52.26,2.4893,0.5
390,3.0,3.3485,0.3574,7.4065,53.17,2.512,0.5
391,3.0,3.3549,0.3614,7.3784,53.22,2.4975,0.5
392,3.0,3.3606,0.3565,7.6196,51.73,2.5088,0.5
393,3.0,3.3438,0.3693,7.5043,52.95,2.503,0.5
394,3.0,3.3548,0.3611,7.4211,52.18,2.4856,0.5
395,3.0,3.3439,0.3583,7.645,53.25,2.4888,0.5
396,3.0,3.3662,0.37,7.5752,52.28,2.5078,0.5
397,3.0,3.3527,0.3643,7.4894,53.64,2.4973,0.5
398,3.0,3.3645,0.3613,7.4152,52.94,2.4942,0.5
399,3.0,3.3389,0.366,7.4455,52.37,2.5014,0.5
400,3.0,3.3645,0.3544,7.5262,52.39,2.5025,0.5
401,3.0,3.3587,0.3637,7.4324,52.04,2.5071,0.5
402,3.0,3.3415,0.3657,7.5309,52.06,2.4944,0.5
403,3.0,3.3456,0.3558,7.3258,52.45,2.5114,0.5
404,3.0,3.3514,0.3555,7.4738,52.07,2.4966,0.5
405,3.0,3.3456,0.356,7.4237,53.72,2.5104,0.5
406,3.0,3.3645,0.3612,7.5192,52.34,2.5213,0.5
407,3.0,3.3472,0.3543,7.6256,52.37,2.5057,0.5
408,3.0,3.3459,0.3553,7.4948,53.34,2.4913,0.5
409,3.0,3.3483,0.3607,7.4906,53.31,2.508,0.5
410,3.0,3.3547,0.3649,7.5446,51.65,2.4936,0.5
411,3.0,3.3514,0.3594,7.6822,53.0,2.4905,0.5
412,3.0,3.3316,0.3591,7.5959,52.77,2.4963,0.5
413,3.0,3.3414,0.3625,7.5773,52.68,2.4894,0.5
414,3.0,3.3414,0.3546,7.3821,53.15,2.5035,0.5
415,3.0,3.3501,0.3676,7.4026,52.43,2.4805,0.5
416,3.0,3.3429,0.3633,7.5839,52.73,2.4779,0.5
417,3.0,3.3558,0.3634,7.6173,53.95,2.5002,0.5
418,3.0,3.3554,0.3584,7.5172,53.15,2.4941,0.5
419,3.0,3.3421,0.3586,7.4056,52.22,2.4949,0.5
420,3.0,3.3595,0.3577,7.6335,53.01,2.5094,0.5
421,3.0,3.3532,0.3659,7.6224,52.89,2.5133,0.5
422,3.0,3.3634,0.3569,7.4682,53.1,2.5002,0.5
423,3.0,3.3477,0.3525,7.5246,53.28,2.4908,0.5
424,3.0,3.3533,0.3668,7.5039,52.2,2.5021,0.5
425,3.0,3.3552,0.3599,7.5566,52.06,2.4952,0.5
426,3.0,3.3665,0.3643,7.4492,52.91,2.4866,0.5
427,3.0,3.3404,0.3584,7.6321,53.51,2.4839,0.5
428,3.0,3.3385,0.3588,7.4277,52.73,2.5044,0.5
429,3.0,3.3478,0.3532,7.5204,51.9,2.4881,0.5
430,3.0,3.3479,0.3613,7.568,52.96,2.4884,0.5
431,3.0,3.3525,0.3585,7.4017,51.21,2.5032,0.5
432,3.0,3.3406,0.3608,7.3664,52.64,2.4934,0.5
433,3.0,3.3312,0.351,7.5162,52.92,2.5086,0.5
434,3.0,3.3633,0.3694,7.5331,53.12,2.5051,0.5
435,3.0,3.3442,0.3553,7.4745,53.95,2.5151,0.5
